geo_level,geography,year,e_pop_num,e_inc_num,e_inc_100k,c_newinc,c_newinc_100k,c_cdr,coverage_gap_pct,coverage_gap_pct_nonnegative,notification_gap_num,notification_gap_num_nonnegative,notification_gap_pct,e_mort_num,e_mort_100k,case_fatality_pct,e_inc_tbhiv_num,e_inc_tbhiv_100k,e_mort_tbhiv_num,e_mort_tbhiv_100k,hiv_incidence_share_pct,e_inc_rr_num,rr_incidence_share_pct,mortality_excluding_hiv_num
WHO region,South-East Asia,2009,1568088869.0,4303900.0,274.4678624461303,1831878.0,116.82233298220038,42.563210111759105,57.436789888240895,57.436789888240895,2472022.0,2472022.0,57.4367898882409,810488.0,51.68635630433774,18.83147842654337,292984.0,18.684145126726232,145428.0,9.274219266204101,6.807407235298219,,,665060.0
WHO region,South-East Asia,2010,1588642768.0,4249780.0,267.5101089812785,1823578.0,114.7884242280452,42.909938867423726,57.090061132576274,57.090061132576274,2426202.0,2426202.0,57.090061132576274,764258.0,48.10760577484339,17.983472085613844,266410.0,16.769660578595225,131194.0,8.258244247393948,6.2687950905693945,,,633064.0
WHO region,South-East Asia,2011,1609007733.0,4188060.0,260.2883699130115,1823624.0,113.33842358854592,43.54340673247279,56.45659326752721,56.45659326752721,2364436.0,2364436.0,56.45659326752721,734010.0,45.618798775530806,17.52625320554147,252780.0,15.710303612319557,123881.0,7.69921719201582,6.035730147132563,,,610129.0
WHO region,South-East Asia,2012,1629173222.0,4096290.0,251.43366860470042,1801296.0,110.5650384916528,43.97383974279165,56.02616025720835,56.02616025720835,2294994.0,2294994.0,56.02616025720836,695836.0,42.71098926765934,16.986980902231043,236690.0,14.528227987287652,116285.0,7.137669489635155,5.778155355211667,,,579551.0
WHO region,South-East Asia,2013,1649031726.0,4005690.0,242.91163940893153,1772588.0,107.49265596603809,44.25175188294651,55.74824811705349,55.74824811705349,2233102.0,2233102.0,55.74824811705349,653559.0,39.63289424305473,16.315765823116614,201374.0,12.211651044972074,97830.0,5.932572336694994,5.027198809693211,,,555729.0
WHO region,South-East Asia,2014,1668139876.0,3964210.0,237.6425416737655,2159263.0,129.44136346513426,54.46893580309822,45.53106419690178,45.53106419690178,1804947.0,1804947.0,45.531064196901774,599288.0,35.9255245091929,15.117463504708379,177939.0,10.666911244078431,73498.0,4.405985436679292,4.488637080275767,,,525790.0
WHO region,South-East Asia,2015,1686540394.0,3905540.0,231.5710915608227,2234430.0,132.48600555012857,57.21180681800724,42.78819318199276,42.78819318199276,1671110.0,1671110.0,42.78819318199275,565237.0,33.514584175444305,14.472697757544411,160782.0,9.533243352604812,64511.0,3.825049208990366,4.1167674636541935,143915.0,3.6848937662909607,500726.0
WHO region,South-East Asia,2016,1705095797.0,3785450.0,222.0080541316354,2351345.0,137.90104955610303,62.11533635366997,37.88466364633003,37.88466364633003,1434105.0,1434105.0,37.884663646330026,523983.0,30.730414145757234,13.842026707524866,127603.0,7.483626446356198,46267.0,2.7134545801710166,3.3708806086462637,142438.0,3.762775891901887,477716.0
WHO region,South-East Asia,2017,1723279508.0,3695590.0,214.4509920093589,2247327.0,130.40989517760806,60.81104776233295,39.18895223766705,39.18895223766705,1448263.0,1448263.0,39.18895223766706,498831.0,28.94661009338713,13.498007084119179,113572.0,6.590457292201492,41724.0,2.421197478778353,3.073176407556033,130942.0,3.543196079651693,457107.0
WHO region,South-East Asia,2018,1740603244.0,3596600.0,206.62951263579285,2534059.0,145.58510152931782,70.45707056664628,29.54292943335372,29.54292943335372,1062541.0,1062541.0,29.54292943335372,469691.0,26.984380364627196,13.05930601123283,127438.0,7.321484688672682,38802.0,2.2292271448851784,3.543290885836623,129438.0,3.5988989601290107,430889.0
WHO region,South-East Asia,2019,1757522112.0,3538830.0,201.3533699426935,2816838.0,160.2732609033598,79.59800272971576,20.40199727028424,20.40199727028424,721992.0,721992.0,20.401997270284248,432580.0,24.613061596575807,12.223814085446321,98309.0,5.593613834430095,23811.0,1.3548051451201315,2.778008550848727,138547.0,3.9150510196872976,408769.0
WHO region,South-East Asia,2020,1773836586.0,3493770.0,196.9612098191327,2176792.0,122.71660293740271,62.3049599716066,37.6950400283934,37.6950400283934,1316978.0,1316978.0,37.69504002839339,415010.0,23.396179968068378,11.878572430354604,80646.0,4.546416543468452,28343.0,1.5978360252402641,2.3082801672691677,137417.0,3.933201097954359,386667.0
WHO region,South-East Asia,2021,1788026849.0,3518940.0,196.80576955363156,2534393.0,141.7424465084193,72.02148942579299,27.978510574207007,27.978510574207007,984547.0,984547.0,27.978510574207004,445119.0,24.89442483757692,12.64923528107896,74502.0,4.166715955169642,22271.0,1.2455629518346232,2.117171648280448,137701.0,3.9131386156058356,422848.0
WHO region,South-East Asia,2022,1801853816.0,3594280.0,199.47678152820808,2841585.0,157.703414936742,79.05853188955786,20.941468110442145,20.941468110442145,752695.0,752695.0,20.941468110442145,451479.0,25.056361175972338,12.561041432498302,72392.0,4.017640019250041,19274.0,1.0696761207181082,2.014089052605807,139097.0,3.8699544832344723,432205.0
WHO region,South-East Asia,2023,1817153899.0,3596890.0,197.94085696205522,3026353.0,166.54357133236957,84.13804703507752,15.86195296492248,15.86195296492248,570537.0,570537.0,15.861952964922473,430398.0,23.685280604843253,11.96583715376339,68700.0,3.780637404339081,14779.0,0.813304806386132,1.9099833467245315,148905.0,4.139826349985682,415619.0
WHO region,South-East Asia,2024,1832639675.0,3550610.0,193.74294076657486,3134998.0,171.06461476121868,88.29463106339473,11.705368936605268,11.705368936605268,415612.0,415612.0,11.70536893660526,414238.0,22.603352183783752,11.66667136069577,61980.0,3.382006885778024,11980.0,0.6537018795033999,1.745615542118115,148527.0,4.183140361796987,402258.0
WHO region,Western Pacific,2000,1902405638.0,3195250.0,167.958396262911,870876.0,45.77761874778464,27.255332133635868,72.74466786636413,72.74466786636413,2324374.0,2324374.0,72.74466786636413,374262.0,19.673091401971547,11.713074094358813,71304.0,3.7480965455380972,24243.0,1.2743339020739382,2.231562475549644,,,350017.0
WHO region,Western Pacific,2001,1919197396.0,3175220.0,165.4452015523681,897897.0,46.78502596300938,28.27826103388112,71.72173896611888,71.72173896611888,2277323.0,2277323.0,71.72173896611889,358477.0,18.678485118161344,11.289831885664615,64114.0,3.340667308825381,22441.0,1.1692908737147951,2.019198669698478,,,336035.0
WHO region,Western Pacific,2002,1934778915.0,3120595.0,161.28948769322307,967339.0,49.997392079290876,30.998543546983832,69.00145645301617,69.00145645301617,2153256.0,2153256.0,69.00145645301617,343573.0,17.757739519298,11.009855492301948,59675.0,3.0843317309978024,23008.0,1.1891797983543768,1.912295571838063,,,320562.0
WHO region,Western Pacific,2003,1949703746.0,3087720.0,158.36867556595442,1158307.0,59.40938475275413,37.51334317878564,62.48665682121436,62.48665682121436,1929413.0,1929413.0,62.48665682121436,329566.0,16.90338856229494,10.67344189239957,60201.0,3.0876998684291395,22340.0,1.145815103747562,1.9496910341611287,,,307223.0
WHO region,Western Pacific,2004,1964413976.0,3031602.0,154.32602481138122,1378614.0,70.17940295900236,45.474768785612355,54.525231214387645,54.525231214387645,1652988.0,1652988.0,54.52523121438764,301848.0,15.365803933783457,9.9567159541391,59387.0,3.0231407801794217,21964.0,1.1180942646683756,1.9589312845155797,,,279882.0
