country_key,country,iso3,g_whoregion,year,age_group,age_group_label,sex,sex_label,e_inc_num
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_14,0-14,a,All sexes,17000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_14,0-14,f,Female,8400
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_14,0-14,m,Male,8700
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_4,0-4,a,All sexes,8300
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_4,0-4,f,Female,3800
afg,Afghanistan,AFG,Eastern Mediterranean,2024,0_4,0-4,m,Male,4500
afg,Afghanistan,AFG,Eastern Mediterranean,2024,10_14,10-14,a,All sexes,4900
afg,Afghanistan,AFG,Eastern Mediterranean,2024,10_14,10-14,f,Female,2500
afg,Afghanistan,AFG,Eastern Mediterranean,2024,10_14,10-14,m,Male,2400
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_19,15-19,a,All sexes,6900
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_19,15-19,f,Female,3700
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_19,15-19,m,Male,3200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_24,15-24,a,All sexes,16000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_24,15-24,f,Female,8500
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15_24,15-24,m,Male,7200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15plus,15+,a,All sexes,70000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15plus,15+,f,Female,37000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,15plus,15+,m,Male,33000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,20_24,20-24,a,All sexes,8800
afg,Afghanistan,AFG,Eastern Mediterranean,2024,20_24,20-24,f,Female,4700
afg,Afghanistan,AFG,Eastern Mediterranean,2024,20_24,20-24,m,Male,4000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,25_34,25-34,a,All sexes,14000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,25_34,25-34,f,Female,7700
afg,Afghanistan,AFG,Eastern Mediterranean,2024,25_34,25-34,m,Male,6600
afg,Afghanistan,AFG,Eastern Mediterranean,2024,35_44,35-44,a,All sexes,11000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,35_44,35-44,f,Female,5700
afg,Afghanistan,AFG,Eastern Mediterranean,2024,35_44,35-44,m,Male,5200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,45_54,45-54,a,All sexes,9600
afg,Afghanistan,AFG,Eastern Mediterranean,2024,45_54,45-54,f,Female,5200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,45_54,45-54,m,Male,4400
afg,Afghanistan,AFG,Eastern Mediterranean,2024,55_64,55-64,a,All sexes,9200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,55_64,55-64,f,Female,5000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,55_64,55-64,m,Male,4200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_14,5-14,a,All sexes,8800
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_14,5-14,f,Female,4600
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_14,5-14,m,Male,4200
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_9,5-9,a,All sexes,3900
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_9,5-9,f,Female,2000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,5_9,5-9,m,Male,1900
afg,Afghanistan,AFG,Eastern Mediterranean,2024,65plus,65+,a,All sexes,9900
afg,Afghanistan,AFG,Eastern Mediterranean,2024,65plus,65+,f,Female,4600
afg,Afghanistan,AFG,Eastern Mediterranean,2024,65plus,65+,m,Male,5300
afg,Afghanistan,AFG,Eastern Mediterranean,2024,all,All ages,a,All sexes,87000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,all,All ages,f,Female,45000
afg,Afghanistan,AFG,Eastern Mediterranean,2024,all,All ages,m,Male,42000
alb,Albania,ALB,Europe,2024,0_14,0-14,a,All sexes,19
alb,Albania,ALB,Europe,2024,0_14,0-14,f,Female,4
alb,Albania,ALB,Europe,2024,0_14,0-14,m,Male,16
alb,Albania,ALB,Europe,2024,0_4,0-4,a,All sexes,12
alb,Albania,ALB,Europe,2024,0_4,0-4,f,Female,4
alb,Albania,ALB,Europe,2024,0_4,0-4,m,Male,9
alb,Albania,ALB,Europe,2024,10_14,10-14,a,All sexes,4
alb,Albania,ALB,Europe,2024,10_14,10-14,f,Female,0
alb,Albania,ALB,Europe,2024,10_14,10-14,m,Male,4
alb,Albania,ALB,Europe,2024,15_19,15-19,a,All sexes,25
alb,Albania,ALB,Europe,2024,15_19,15-19,f,Female,12
alb,Albania,ALB,Europe,2024,15_19,15-19,m,Male,12
alb,Albania,ALB,Europe,2024,15_24,15-24,a,All sexes,46
alb,Albania,ALB,Europe,2024,15_24,15-24,f,Female,23
alb,Albania,ALB,Europe,2024,15_24,15-24,m,Male,23
alb,Albania,ALB,Europe,2024,15plus,15+,a,All sexes,390
alb,Albania,ALB,Europe,2024,15plus,15+,f,Female,130
alb,Albania,ALB,Europe,2024,15plus,15+,m,Male,260
alb,Albania,ALB,Europe,2024,20_24,20-24,a,All sexes,21
alb,Albania,ALB,Europe,2024,20_24,20-24,f,Female,11
alb,Albania,ALB,Europe,2024,20_24,20-24,m,Male,11
alb,Albania,ALB,Europe,2024,25_34,25-34,a,All sexes,60
alb,Albania,ALB,Europe,2024,25_34,25-34,f,Female,23
alb,Albania,ALB,Europe,2024,25_34,25-34,m,Male,37
alb,Albania,ALB,Europe,2024,35_44,35-44,a,All sexes,65
alb,Albania,ALB,Europe,2024,35_44,35-44,f,Female,18
alb,Albania,ALB,Europe,2024,35_44,35-44,m,Male,48
alb,Albania,ALB,Europe,2024,45_54,45-54,a,All sexes,69
alb,Albania,ALB,Europe,2024,45_54,45-54,f,Female,12
alb,Albania,ALB,Europe,2024,45_54,45-54,m,Male,56
alb,Albania,ALB,Europe,2024,55_64,55-64,a,All sexes,48
alb,Albania,ALB,Europe,2024,55_64,55-64,f,Female,5
alb,Albania,ALB,Europe,2024,55_64,55-64,m,Male,42
alb,Albania,ALB,Europe,2024,5_14,5-14,a,All sexes,7
alb,Albania,ALB,Europe,2024,5_14,5-14,f,Female,0
alb,Albania,ALB,Europe,2024,5_14,5-14,m,Male,7
alb,Albania,ALB,Europe,2024,5_9,5-9,a,All sexes,4
alb,Albania,ALB,Europe,2024,5_9,5-9,f,Female,0
alb,Albania,ALB,Europe,2024,5_9,5-9,m,Male,4
alb,Albania,ALB,Europe,2024,65plus,65+,a,All sexes,100
alb,Albania,ALB,Europe,2024,65plus,65+,f,Female,48
alb,Albania,ALB,Europe,2024,65plus,65+,m,Male,55
alb,Albania,ALB,Europe,2024,all,All ages,a,All sexes,410
alb,Albania,ALB,Europe,2024,all,All ages,f,Female,130
alb,Albania,ALB,Europe,2024,all,All ages,m,Male,280
dza,Algeria,DZA,Africa,2024,0_14,0-14,a,All sexes,420
dza,Algeria,DZA,Africa,2024,0_14,0-14,f,Female,250
dza,Algeria,DZA,Africa,2024,0_14,0-14,m,Male,170
dza,Algeria,DZA,Africa,2024,0_4,0-4,a,All sexes,210
dza,Algeria,DZA,Africa,2024,0_4,0-4,f,Female,130
dza,Algeria,DZA,Africa,2024,0_4,0-4,m,Male,83
dza,Algeria,DZA,Africa,2024,10_14,10-14,a,All sexes,110
dza,Algeria,DZA,Africa,2024,10_14,10-14,f,Female,66
dza,Algeria,DZA,Africa,2024,10_14,10-14,m,Male,44
dza,Algeria,DZA,Africa,2024,15_19,15-19,a,All sexes,2000
dza,Algeria,DZA,Africa,2024,15_19,15-19,f,Female,930
dza,Algeria,DZA,Africa,2024,15_19,15-19,m,Male,1000
dza,Algeria,DZA,Africa,2024,15_24,15-24,a,All sexes,4100
dza,Algeria,DZA,Africa,2024,15_24,15-24,f,Female,2000
dza,Algeria,DZA,Africa,2024,15_24,15-24,m,Male,2100
dza,Algeria,DZA,Africa,2024,15plus,15+,a,All sexes,25000
dza,Algeria,DZA,Africa,2024,15plus,15+,f,Female,9000
dza,Algeria,DZA,Africa,2024,15plus,15+,m,Male,16000
dza,Algeria,DZA,Africa,2024,20_24,20-24,a,All sexes,2100
dza,Algeria,DZA,Africa,2024,20_24,20-24,f,Female,1000
dza,Algeria,DZA,Africa,2024,20_24,20-24,m,Male,1100
dza,Algeria,DZA,Africa,2024,25_34,25-34,a,All sexes,5000
dza,Algeria,DZA,Africa,2024,25_34,25-34,f,Female,1700
dza,Algeria,DZA,Africa,2024,25_34,25-34,m,Male,3300
dza,Algeria,DZA,Africa,2024,35_44,35-44,a,All sexes,4400
dza,Algeria,DZA,Africa,2024,35_44,35-44,f,Female,1300
dza,Algeria,DZA,Africa,2024,35_44,35-44,m,Male,3100
dza,Algeria,DZA,Africa,2024,45_54,45-54,a,All sexes,3800
dza,Algeria,DZA,Africa,2024,45_54,45-54,f,Female,1100
dza,Algeria,DZA,Africa,2024,45_54,45-54,m,Male,2700
dza,Algeria,DZA,Africa,2024,55_64,55-64,a,All sexes,3100
dza,Algeria,DZA,Africa,2024,55_64,55-64,f,Female,990
dza,Algeria,DZA,Africa,2024,55_64,55-64,m,Male,2100
dza,Algeria,DZA,Africa,2024,5_14,5-14,a,All sexes,210
dza,Algeria,DZA,Africa,2024,5_14,5-14,f,Female,130
dza,Algeria,DZA,Africa,2024,5_14,5-14,m,Male,83
dza,Algeria,DZA,Africa,2024,5_9,5-9,a,All sexes,99
dza,Algeria,DZA,Africa,2024,5_9,5-9,f,Female,61
dza,Algeria,DZA,Africa,2024,5_9,5-9,m,Male,39
dza,Algeria,DZA,Africa,2024,65plus,65+,a,All sexes,4300
dza,Algeria,DZA,Africa,2024,65plus,65+,f,Female,1900
dza,Algeria,DZA,Africa,2024,65plus,65+,m,Male,2400
dza,Algeria,DZA,Africa,2024,all,All ages,a,All sexes,25000
dza,Algeria,DZA,Africa,2024,all,All ages,f,Female,9200
dza,Algeria,DZA,Africa,2024,all,All ages,m,Male,16000
ago,Angola,AGO,Africa,2024,0_14,0-14,a,All sexes,21000
ago,Angola,AGO,Africa,2024,0_14,0-14,f,Female,10000
ago,Angola,AGO,Africa,2024,0_14,0-14,m,Male,11000
ago,Angola,AGO,Africa,2024,0_4,0-4,a,All sexes,10000
ago,Angola,AGO,Africa,2024,0_4,0-4,f,Female,4500
ago,Angola,AGO,Africa,2024,0_4,0-4,m,Male,5600
ago,Angola,AGO,Africa,2024,10_14,10-14,a,All sexes,5900
ago,Angola,AGO,Africa,2024,10_14,10-14,f,Female,3000
ago,Angola,AGO,Africa,2024,10_14,10-14,m,Male,2900
ago,Angola,AGO,Africa,2024,15_19,15-19,a,All sexes,13000
ago,Angola,AGO,Africa,2024,15_19,15-19,f,Female,5800
ago,Angola,AGO,Africa,2024,15_19,15-19,m,Male,6900
ago,Angola,AGO,Africa,2024,15_24,15-24,a,All sexes,29000
ago,Angola,AGO,Africa,2024,15_24,15-24,f,Female,14000
ago,Angola,AGO,Africa,2024,15_24,15-24,m,Male,16000
ago,Angola,AGO,Africa,2024,15plus,15+,a,All sexes,120000
ago,Angola,AGO,Africa,2024,15plus,15+,f,Female,51000
ago,Angola,AGO,Africa,2024,15plus,15+,m,Male,70000
ago,Angola,AGO,Africa,2024,20_24,20-24,a,All sexes,17000
ago,Angola,AGO,Africa,2024,20_24,20-24,f,Female,7900
ago,Angola,AGO,Africa,2024,20_24,20-24,m,Male,8600
ago,Angola,AGO,Africa,2024,25_34,25-34,a,All sexes,28000
ago,Angola,AGO,Africa,2024,25_34,25-34,f,Female,12000
ago,Angola,AGO,Africa,2024,25_34,25-34,m,Male,17000
ago,Angola,AGO,Africa,2024,35_44,35-44,a,All sexes,23000
ago,Angola,AGO,Africa,2024,35_44,35-44,f,Female,9200
ago,Angola,AGO,Africa,2024,35_44,35-44,m,Male,14000
ago,Angola,AGO,Africa,2024,45_54,45-54,a,All sexes,17000
ago,Angola,AGO,Africa,2024,45_54,45-54,f,Female,6800
ago,Angola,AGO,Africa,2024,45_54,45-54,m,Male,9800
ago,Angola,AGO,Africa,2024,55_64,55-64,a,All sexes,12000
ago,Angola,AGO,Africa,2024,55_64,55-64,f,Female,5000
ago,Angola,AGO,Africa,2024,55_64,55-64,m,Male,7300
ago,Angola,AGO,Africa,2024,5_14,5-14,a,All sexes,11000
ago,Angola,AGO,Africa,2024,5_14,5-14,f,Female,5700
ago,Angola,AGO,Africa,2024,5_14,5-14,m,Male,5600
ago,Angola,AGO,Africa,2024,5_9,5-9,a,All sexes,5400
ago,Angola,AGO,Africa,2024,5_9,5-9,f,Female,2700
ago,Angola,AGO,Africa,2024,5_9,5-9,m,Male,2700
ago,Angola,AGO,Africa,2024,65plus,65+,a,All sexes,10000
ago,Angola,AGO,Africa,2024,65plus,65+,f,Female,4300
ago,Angola,AGO,Africa,2024,65plus,65+,m,Male,5800
ago,Angola,AGO,Africa,2024,all,All ages,a,All sexes,141000
ago,Angola,AGO,Africa,2024,all,All ages,f,Female,61000
ago,Angola,AGO,Africa,2024,all,All ages,m,Male,81000
arg,Argentina,ARG,Americas,2024,0_14,0-14,a,All sexes,1700
arg,Argentina,ARG,Americas,2024,0_14,0-14,f,Female,860
arg,Argentina,ARG,Americas,2024,0_14,0-14,m,Male,860
arg,Argentina,ARG,Americas,2024,0_4,0-4,a,All sexes,490
arg,Argentina,ARG,Americas,2024,0_4,0-4,f,Female,260
arg,Argentina,ARG,Americas,2024,0_4,0-4,m,Male,230
arg,Argentina,ARG,Americas,2024,10_14,10-14,a,All sexes,750
arg,Argentina,ARG,Americas,2024,10_14,10-14,f,Female,390
arg,Argentina,ARG,Americas,2024,10_14,10-14,m,Male,360
arg,Argentina,ARG,Americas,2024,15_19,15-19,a,All sexes,1900
arg,Argentina,ARG,Americas,2024,15_19,15-19,f,Female,820
arg,Argentina,ARG,Americas,2024,15_19,15-19,m,Male,1100
arg,Argentina,ARG,Americas,2024,15_24,15-24,a,All sexes,4400
arg,Argentina,ARG,Americas,2024,15_24,15-24,f,Female,1800
arg,Argentina,ARG,Americas,2024,15_24,15-24,m,Male,2600
arg,Argentina,ARG,Americas,2024,15plus,15+,a,All sexes,19000
arg,Argentina,ARG,Americas,2024,15plus,15+,f,Female,7100
arg,Argentina,ARG,Americas,2024,15plus,15+,m,Male,11000
arg,Argentina,ARG,Americas,2024,20_24,20-24,a,All sexes,2500
arg,Argentina,ARG,Americas,2024,20_24,20-24,f,Female,1000
arg,Argentina,ARG,Americas,2024,20_24,20-24,m,Male,1500
arg,Argentina,ARG,Americas,2024,25_34,25-34,a,All sexes,4600
arg,Argentina,ARG,Americas,2024,25_34,25-34,f,Female,1700
arg,Argentina,ARG,Americas,2024,25_34,25-34,m,Male,2900
arg,Argentina,ARG,Americas,2024,35_44,35-44,a,All sexes,3300
arg,Argentina,ARG,Americas,2024,35_44,35-44,f,Female,1200
arg,Argentina,ARG,Americas,2024,35_44,35-44,m,Male,2100
arg,Argentina,ARG,Americas,2024,45_54,45-54,a,All sexes,2400
arg,Argentina,ARG,Americas,2024,45_54,45-54,f,Female,870
arg,Argentina,ARG,Americas,2024,45_54,45-54,m,Male,1500
arg,Argentina,ARG,Americas,2024,55_64,55-64,a,All sexes,1800
arg,Argentina,ARG,Americas,2024,55_64,55-64,f,Female,680
arg,Argentina,ARG,Americas,2024,55_64,55-64,m,Male,1200
arg,Argentina,ARG,Americas,2024,5_14,5-14,a,All sexes,1200
arg,Argentina,ARG,Americas,2024,5_14,5-14,f,Female,600
arg,Argentina,ARG,Americas,2024,5_14,5-14,m,Male,620
arg,Argentina,ARG,Americas,2024,5_9,5-9,a,All sexes,480
arg,Argentina,ARG,Americas,2024,5_9,5-9,f,Female,210
arg,Argentina,ARG,Americas,2024,5_9,5-9,m,Male,260
arg,Argentina,ARG,Americas,2024,65plus,65+,a,All sexes,2000
arg,Argentina,ARG,Americas,2024,65plus,65+,f,Female,820
arg,Argentina,ARG,Americas,2024,65plus,65+,m,Male,1200
arg,Argentina,ARG,Americas,2024,all,All ages,a,All sexes,20000
arg,Argentina,ARG,Americas,2024,all,All ages,f,Female,8000
arg,Argentina,ARG,Americas,2024,all,All ages,m,Male,12000
arm,Armenia,ARM,Europe,2024,0_14,0-14,a,All sexes,30
arm,Armenia,ARM,Europe,2024,0_14,0-14,f,Female,14
arm,Armenia,ARM,Europe,2024,0_14,0-14,m,Male,16
arm,Armenia,ARM,Europe,2024,0_4,0-4,a,All sexes,7
arm,Armenia,ARM,Europe,2024,0_4,0-4,f,Female,1
arm,Armenia,ARM,Europe,2024,0_4,0-4,m,Male,6
arm,Armenia,ARM,Europe,2024,10_14,10-14,a,All sexes,10
arm,Armenia,ARM,Europe,2024,10_14,10-14,f,Female,6
arm,Armenia,ARM,Europe,2024,10_14,10-14,m,Male,4
arm,Armenia,ARM,Europe,2024,15_19,15-19,a,All sexes,25
arm,Armenia,ARM,Europe,2024,15_19,15-19,f,Female,10
arm,Armenia,ARM,Europe,2024,15_19,15-19,m,Male,14
arm,Armenia,ARM,Europe,2024,15_24,15-24,a,All sexes,46
arm,Armenia,ARM,Europe,2024,15_24,15-24,f,Female,19
arm,Armenia,ARM,Europe,2024,15_24,15-24,m,Male,27
arm,Armenia,ARM,Europe,2024,15plus,15+,a,All sexes,520
arm,Armenia,ARM,Europe,2024,15plus,15+,f,Female,120
arm,Armenia,ARM,Europe,2024,15plus,15+,m,Male,400
arm,Armenia,ARM,Europe,2024,20_24,20-24,a,All sexes,22
arm,Armenia,ARM,Europe,2024,20_24,20-24,f,Female,9
arm,Armenia,ARM,Europe,2024,20_24,20-24,m,Male,13
arm,Armenia,ARM,Europe,2024,25_34,25-34,a,All sexes,58
arm,Armenia,ARM,Europe,2024,25_34,25-34,f,Female,14
arm,Armenia,ARM,Europe,2024,25_34,25-34,m,Male,43
arm,Armenia,ARM,Europe,2024,35_44,35-44,a,All sexes,100
arm,Armenia,ARM,Europe,2024,35_44,35-44,f,Female,17
arm,Armenia,ARM,Europe,2024,35_44,35-44,m,Male,82
arm,Armenia,ARM,Europe,2024,45_54,45-54,a,All sexes,110
arm,Armenia,ARM,Europe,2024,45_54,45-54,f,Female,23
arm,Armenia,ARM,Europe,2024,45_54,45-54,m,Male,87
arm,Armenia,ARM,Europe,2024,55_64,55-64,a,All sexes,120
arm,Armenia,ARM,Europe,2024,55_64,55-64,f,Female,23
arm,Armenia,ARM,Europe,2024,55_64,55-64,m,Male,100
arm,Armenia,ARM,Europe,2024,5_14,5-14,a,All sexes,23
arm,Armenia,ARM,Europe,2024,5_14,5-14,f,Female,13
arm,Armenia,ARM,Europe,2024,5_14,5-14,m,Male,10
arm,Armenia,ARM,Europe,2024,5_9,5-9,a,All sexes,13
arm,Armenia,ARM,Europe,2024,5_9,5-9,f,Female,7
arm,Armenia,ARM,Europe,2024,5_9,5-9,m,Male,6
arm,Armenia,ARM,Europe,2024,65plus,65+,a,All sexes,87
arm,Armenia,ARM,Europe,2024,65plus,65+,f,Female,23
arm,Armenia,ARM,Europe,2024,65plus,65+,m,Male,64
arm,Armenia,ARM,Europe,2024,all,All ages,a,All sexes,550
arm,Armenia,ARM,Europe,2024,all,All ages,f,Female,130
arm,Armenia,ARM,Europe,2024,all,All ages,m,Male,420
aus,Australia,AUS,Western Pacific,2024,0_14,0-14,a,All sexes,34
aus,Australia,AUS,Western Pacific,2024,0_14,0-14,f,Female,24
aus,Australia,AUS,Western Pacific,2024,0_14,0-14,m,Male,10
aus,Australia,AUS,Western Pacific,2024,0_4,0-4,a,All sexes,11
aus,Australia,AUS,Western Pacific,2024,0_4,0-4,f,Female,8
aus,Australia,AUS,Western Pacific,2024,0_4,0-4,m,Male,3
aus,Australia,AUS,Western Pacific,2024,10_14,10-14,a,All sexes,11
aus,Australia,AUS,Western Pacific,2024,10_14,10-14,f,Female,8
aus,Australia,AUS,Western Pacific,2024,10_14,10-14,m,Male,3
aus,Australia,AUS,Western Pacific,2024,15_19,15-19,a,All sexes,130
aus,Australia,AUS,Western Pacific,2024,15_19,15-19,f,Female,55
aus,Australia,AUS,Western Pacific,2024,15_19,15-19,m,Male,70
aus,Australia,AUS,Western Pacific,2024,15_24,15-24,a,All sexes,250
aus,Australia,AUS,Western Pacific,2024,15_24,15-24,f,Female,110
aus,Australia,AUS,Western Pacific,2024,15_24,15-24,m,Male,140
aus,Australia,AUS,Western Pacific,2024,15plus,15+,a,All sexes,1800
aus,Australia,AUS,Western Pacific,2024,15plus,15+,f,Female,840
aus,Australia,AUS,Western Pacific,2024,15plus,15+,m,Male,980
aus,Australia,AUS,Western Pacific,2024,20_24,20-24,a,All sexes,130
aus,Australia,AUS,Western Pacific,2024,20_24,20-24,f,Female,55
aus,Australia,AUS,Western Pacific,2024,20_24,20-24,m,Male,70
aus,Australia,AUS,Western Pacific,2024,25_34,25-34,a,All sexes,520
aus,Australia,AUS,Western Pacific,2024,25_34,25-34,f,Female,260
aus,Australia,AUS,Western Pacific,2024,25_34,25-34,m,Male,260
aus,Australia,AUS,Western Pacific,2024,35_44,35-44,a,All sexes,280
aus,Australia,AUS,Western Pacific,2024,35_44,35-44,f,Female,160
aus,Australia,AUS,Western Pacific,2024,35_44,35-44,m,Male,120
aus,Australia,AUS,Western Pacific,2024,45_54,45-54,a,All sexes,220
aus,Australia,AUS,Western Pacific,2024,45_54,45-54,f,Female,100
aus,Australia,AUS,Western Pacific,2024,45_54,45-54,m,Male,120
aus,Australia,AUS,Western Pacific,2024,55_64,55-64,a,All sexes,180
aus,Australia,AUS,Western Pacific,2024,55_64,55-64,f,Female,68
aus,Australia,AUS,Western Pacific,2024,55_64,55-64,m,Male,110
aus,Australia,AUS,Western Pacific,2024,5_14,5-14,a,All sexes,23
aus,Australia,AUS,Western Pacific,2024,5_14,5-14,f,Female,16
aus,Australia,AUS,Western Pacific,2024,5_14,5-14,m,Male,7
aus,Australia,AUS,Western Pacific,2024,5_9,5-9,a,All sexes,11
aus,Australia,AUS,Western Pacific,2024,5_9,5-9,f,Female,8
aus,Australia,AUS,Western Pacific,2024,5_9,5-9,m,Male,3
aus,Australia,AUS,Western Pacific,2024,65plus,65+,a,All sexes,360
aus,Australia,AUS,Western Pacific,2024,65plus,65+,f,Female,130
aus,Australia,AUS,Western Pacific,2024,65plus,65+,m,Male,230
aus,Australia,AUS,Western Pacific,2024,all,All ages,a,All sexes,1900
aus,Australia,AUS,Western Pacific,2024,all,All ages,f,Female,860
aus,Australia,AUS,Western Pacific,2024,all,All ages,m,Male,990
aut,Austria,AUT,Europe,2024,0_14,0-14,a,All sexes,14
aut,Austria,AUT,Europe,2024,0_14,0-14,f,Female,5
aut,Austria,AUT,Europe,2024,0_14,0-14,m,Male,9
aut,Austria,AUT,Europe,2024,0_4,0-4,a,All sexes,9
aut,Austria,AUT,Europe,2024,0_4,0-4,f,Female,2
aut,Austria,AUT,Europe,2024,0_4,0-4,m,Male,7
aut,Austria,AUT,Europe,2024,10_14,10-14,a,All sexes,1
aut,Austria,AUT,Europe,2024,10_14,10-14,f,Female,1
aut,Austria,AUT,Europe,2024,10_14,10-14,m,Male,0
aut,Austria,AUT,Europe,2024,15_19,15-19,a,All sexes,36
aut,Austria,AUT,Europe,2024,15_19,15-19,f,Female,6
aut,Austria,AUT,Europe,2024,15_19,15-19,m,Male,31
aut,Austria,AUT,Europe,2024,15_24,15-24,a,All sexes,82
aut,Austria,AUT,Europe,2024,15_24,15-24,f,Female,15
aut,Austria,AUT,Europe,2024,15_24,15-24,m,Male,67
aut,Austria,AUT,Europe,2024,15plus,15+,a,All sexes,430
aut,Austria,AUT,Europe,2024,15plus,15+,f,Female,130
aut,Austria,AUT,Europe,2024,15plus,15+,m,Male,300
aut,Austria,AUT,Europe,2024,20_24,20-24,a,All sexes,46
aut,Austria,AUT,Europe,2024,20_24,20-24,f,Female,9
aut,Austria,AUT,Europe,2024,20_24,20-24,m,Male,36
aut,Austria,AUT,Europe,2024,25_34,25-34,a,All sexes,69
aut,Austria,AUT,Europe,2024,25_34,25-34,f,Female,26
aut,Austria,AUT,Europe,2024,25_34,25-34,m,Male,43
aut,Austria,AUT,Europe,2024,35_44,35-44,a,All sexes,74
aut,Austria,AUT,Europe,2024,35_44,35-44,f,Female,24
aut,Austria,AUT,Europe,2024,35_44,35-44,m,Male,51
aut,Austria,AUT,Europe,2024,45_54,45-54,a,All sexes,45
aut,Austria,AUT,Europe,2024,45_54,45-54,f,Female,9
aut,Austria,AUT,Europe,2024,45_54,45-54,m,Male,35
aut,Austria,AUT,Europe,2024,55_64,55-64,a,All sexes,66
aut,Austria,AUT,Europe,2024,55_64,55-64,f,Female,18
aut,Austria,AUT,Europe,2024,55_64,55-64,m,Male,48
aut,Austria,AUT,Europe,2024,5_14,5-14,a,All sexes,5
aut,Austria,AUT,Europe,2024,5_14,5-14,f,Female,2
aut,Austria,AUT,Europe,2024,5_14,5-14,m,Male,2
aut,Austria,AUT,Europe,2024,5_9,5-9,a,All sexes,4
aut,Austria,AUT,Europe,2024,5_9,5-9,f,Female,1
aut,Austria,AUT,Europe,2024,5_9,5-9,m,Male,2
aut,Austria,AUT,Europe,2024,65plus,65+,a,All sexes,99
aut,Austria,AUT,Europe,2024,65plus,65+,f,Female,42
aut,Austria,AUT,Europe,2024,65plus,65+,m,Male,56
aut,Austria,AUT,Europe,2024,all,All ages,a,All sexes,450
aut,Austria,AUT,Europe,2024,all,All ages,f,Female,140
aut,Austria,AUT,Europe,2024,all,All ages,m,Male,310
aze,Azerbaijan,AZE,Europe,2024,0_14,0-14,a,All sexes,280
aze,Azerbaijan,AZE,Europe,2024,0_14,0-14,f,Female,150
aze,Azerbaijan,AZE,Europe,2024,0_14,0-14,m,Male,130
aze,Azerbaijan,AZE,Europe,2024,0_4,0-4,a,All sexes,76
aze,Azerbaijan,AZE,Europe,2024,0_4,0-4,f,Female,37
aze,Azerbaijan,AZE,Europe,2024,0_4,0-4,m,Male,39
aze,Azerbaijan,AZE,Europe,2024,10_14,10-14,a,All sexes,98
aze,Azerbaijan,AZE,Europe,2024,10_14,10-14,f,Female,51
aze,Azerbaijan,AZE,Europe,2024,10_14,10-14,m,Male,46
aze,Azerbaijan,AZE,Europe,2024,15_19,15-19,a,All sexes,520
aze,Azerbaijan,AZE,Europe,2024,15_19,15-19,f,Female,180
aze,Azerbaijan,AZE,Europe,2024,15_19,15-19,m,Male,340
aze,Azerbaijan,AZE,Europe,2024,15_24,15-24,a,All sexes,1000
aze,Azerbaijan,AZE,Europe,2024,15_24,15-24,f,Female,340
aze,Azerbaijan,AZE,Europe,2024,15_24,15-24,m,Male,660
aze,Azerbaijan,AZE,Europe,2024,15plus,15+,a,All sexes,6400
aze,Azerbaijan,AZE,Europe,2024,15plus,15+,f,Female,2200
aze,Azerbaijan,AZE,Europe,2024,15plus,15+,m,Male,4200
aze,Azerbaijan,AZE,Europe,2024,20_24,20-24,a,All sexes,480
aze,Azerbaijan,AZE,Europe,2024,20_24,20-24,f,Female,160
aze,Azerbaijan,AZE,Europe,2024,20_24,20-24,m,Male,320
aze,Azerbaijan,AZE,Europe,2024,25_34,25-34,a,All sexes,1200
aze,Azerbaijan,AZE,Europe,2024,25_34,25-34,f,Female,420
aze,Azerbaijan,AZE,Europe,2024,25_34,25-34,m,Male,800
aze,Azerbaijan,AZE,Europe,2024,35_44,35-44,a,All sexes,1200
aze,Azerbaijan,AZE,Europe,2024,35_44,35-44,f,Female,420
aze,Azerbaijan,AZE,Europe,2024,35_44,35-44,m,Male,790
aze,Azerbaijan,AZE,Europe,2024,45_54,45-54,a,All sexes,1100
